"ITTER107","Territorio","TIPO_DATO_1522","Tipo dato","MOTIVOPS1","Motivi della chiamata","SEXISTAT1","Sesso","ISO","Nazionalità","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","WORLD","Mondo","2021","2021",49,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","WORLD","Mondo","2022","2022",26,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2020","2020",2636,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2021","2021",2622,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2022","2022",2134,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2020","2020",2688,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2021","2021",2671,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2022","2022",2160,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","M","maschi","WORLD","Mondo","2020","2020",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","M","maschi","WORLD","Mondo","2021","2021",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","M","maschi","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","F","femmine","WORLD","Mondo","2021","2021",2,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","WORLD","Mondo","2020","2020",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","WORLD","Mondo","2021","2021",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2020","2020",134,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2021","2021",171,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2022","2022",86,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2020","2020",504,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2021","2021",454,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2022","2022",321,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2020","2020",638,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2021","2021",625,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2022","2022",407,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","M","maschi","WORLD","Mondo","2021","2021",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","M","maschi","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","WORLD","Mondo","2020","2020",30,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","WORLD","Mondo","2021","2021",15,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","WORLD","Mondo","2022","2022",4,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","WORLD","Mondo","2020","2020",31,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","WORLD","Mondo","2021","2021",16,,
"ITC","Nord-ovest","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","WORLD","Mondo","2022","2022",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2020","2020",217,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2021","2021",170,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2022","2022",297,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2020","2020",949,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2021","2021",785,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2022","2022",1094,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2020","2020",1166,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2021","2021",955,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2022","2022",1391,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2020","2020",59,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2021","2021",60,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2022","2022",77,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2020","2020",922,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2021","2021",1045,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2022","2022",1017,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2020","2020",981,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2021","2021",1105,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2022","2022",1094,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2020","2020",27,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2021","2021",31,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2022","2022",19,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2020","2020",80,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2021","2021",139,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2022","2022",106,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2020","2020",107,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2021","2021",170,,
"ITC","Nord-ovest","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2022","2022",125,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2020","2020",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2021","2021",6,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2022","2022",17,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2020","2020",7,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2021","2021",14,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2022","2022",20,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2020","2020",10,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2021","2021",20,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2022","2022",37,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","WORLD","Mondo","2020","2020",2,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","WORLD","Mondo","2020","2020",3,,
"ITC","Nord-ovest","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","T","totale","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","WORLD","Mondo","2020","2020",5,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","WORLD","Mondo","2021","2021",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","F","femmine","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","WORLD","Mondo","2020","2020",6,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","WORLD","Mondo","2021","2021",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_PUB_SERV","segnalazione disfunzione servizi pubblici/privati","T","totale","WORLD","Mondo","2022","2022",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_MEDIA","segnalazione di informazione scorretta sui media","F","femmine","WORLD","Mondo","2021","2021",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","REPORT_MEDIA","segnalazione di informazione scorretta sui media","T","totale","WORLD","Mondo","2021","2021",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC","Nord-ovest","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","F","femmine","WORLD","Mondo","2020","2020",8,,
"ITC","Nord-ovest","USERS","utenti del 1522","INT_AFTER_HOUR","chiamata internazionale fuori orario","T","totale","WORLD","Mondo","2020","2020",9,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","WORLD","Mondo","2020","2020",124,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","WORLD","Mondo","2021","2021",64,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","M","maschi","WORLD","Mondo","2022","2022",84,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","WORLD","Mondo","2020","2020",542,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","WORLD","Mondo","2021","2021",434,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","F","femmine","WORLD","Mondo","2022","2022",512,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","WORLD","Mondo","2020","2020",666,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","WORLD","Mondo","2021","2021",498,,
"ITC","Nord-ovest","USERS","utenti del 1522","USEFUL_PHONE","numeri utili per chiamate fuori target","T","totale","WORLD","Mondo","2022","2022",596,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2020","2020",645,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2021","2021",578,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","M","maschi","WORLD","Mondo","2022","2022",624,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2020","2020",5979,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2021","2021",5818,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","F","femmine","WORLD","Mondo","2022","2022",5467,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2020","2020",6624,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2021","2021",6396,,
"ITC","Nord-ovest","USERS","utenti del 1522","ALL_VAL","chiamate valide","T","totale","WORLD","Mondo","2022","2022",6091,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","WORLD","Mondo","2020","2020",7,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","WORLD","Mondo","2021","2021",4,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","M","maschi","WORLD","Mondo","2022","2022",2,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","WORLD","Mondo","2020","2020",76,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","WORLD","Mondo","2021","2021",75,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","F","femmine","WORLD","Mondo","2022","2022",71,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","WORLD","Mondo","2020","2020",83,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","WORLD","Mondo","2021","2021",79,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_STALK_SEEK","richiesta di aiuto vittima di stalking","T","totale","WORLD","Mondo","2022","2022",73,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","WORLD","Mondo","2020","2020",15,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","WORLD","Mondo","2021","2021",20,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","M","maschi","WORLD","Mondo","2022","2022",5,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2020","2020",734,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2021","2021",730,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","F","femmine","WORLD","Mondo","2022","2022",587,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2020","2020",749,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2021","2021",750,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_VIOL_SEEK","richiesta di aiuto vittima di violenza","T","totale","WORLD","Mondo","2022","2022",592,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","F","femmine","WORLD","Mondo","2021","2021",2,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","WORLD","Mondo","2021","2021",2,,
"ITC1","Piemonte","USERS","utenti del 1522","VICT_DISCR_SEEK","richiesta di aiuto per discriminazione","T","totale","WORLD","Mondo","2022","2022",1,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2020","2020",38,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2021","2021",43,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","M","maschi","WORLD","Mondo","2022","2022",18,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2020","2020",129,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2021","2021",112,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","F","femmine","WORLD","Mondo","2022","2022",75,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2020","2020",167,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2021","2021",155,,
"ITC1","Piemonte","USERS","utenti del 1522","REPORT_VIOL","segnalazione di un caso di violenza","T","totale","WORLD","Mondo","2022","2022",93,,
"ITC1","Piemonte","USERS","utenti del 1522","EMERGENCY","emergenza","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","WORLD","Mondo","2020","2020",11,,
"ITC1","Piemonte","USERS","utenti del 1522","EMERGENCY","emergenza","F","femmine","WORLD","Mondo","2021","2021",2,,
"ITC1","Piemonte","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","WORLD","Mondo","2020","2020",12,,
"ITC1","Piemonte","USERS","utenti del 1522","EMERGENCY","emergenza","T","totale","WORLD","Mondo","2021","2021",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2020","2020",64,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2021","2021",56,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","M","maschi","WORLD","Mondo","2022","2022",79,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2020","2020",259,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2021","2021",230,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","F","femmine","WORLD","Mondo","2022","2022",313,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2020","2020",323,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2021","2021",286,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_HELP_1522","informazioni sul servizio 1522","T","totale","WORLD","Mondo","2022","2022",392,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2020","2020",8,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2021","2021",17,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","M","maschi","WORLD","Mondo","2022","2022",22,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2020","2020",285,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2021","2021",299,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","F","femmine","WORLD","Mondo","2022","2022",275,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2020","2020",293,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2021","2021",316,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_NAT_SHELT","informazioni sui Centri Antiviolenza Nazionali","T","totale","WORLD","Mondo","2022","2022",297,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2020","2020",12,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2021","2021",6,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","M","maschi","WORLD","Mondo","2022","2022",2,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2020","2020",24,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2021","2021",33,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","F","femmine","WORLD","Mondo","2022","2022",27,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2020","2020",36,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2021","2021",39,,
"ITC1","Piemonte","USERS","utenti del 1522","LEGAL_INFO","informazioni giuridiche","T","totale","WORLD","Mondo","2022","2022",29,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2021","2021",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","M","maschi","WORLD","Mondo","2022","2022",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2020","2020",2,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2021","2021",6,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","F","femmine","WORLD","Mondo","2022","2022",6,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2020","2020",3,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2021","2021",7,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_FOR_PROF","informazioni per professionisti sulle procedure da adottare in caso di violenza","T","totale","WORLD","Mondo","2022","2022",9,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","WORLD","Mondo","2020","2020",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","M","maschi","WORLD","Mondo","2022","2022",1,,
"ITC1","Piemonte","USERS","utenti del 1522","INFO_PUB_SERV","informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici","F","femmine","WORLD","Mondo","2020","2020",1,,
